id,day,hour,min_offset,program,matches_program_time,question_id,question_response,text,additional_id,paid
12,1,11,,clear30,false,Break-Reason,Improve Overall Health,"🏁 Day One: Your Launch 👩‍🚀

NASA engineers call the first moments of a rocket launch ""the phase of maximum vulnerability."" ⏳

It’s the hardest part -
but also when momentum takes off. 💡

That’s where you are, _CLIENTNAME_.

Every choice adds up.
Each check-in helps your body reset, recharge, and move toward feeling your best.

Tap in & lock onto your course. ✅

👉 clear30://check-in
",x,
13,1,11,,clear30,false,Break-Reason,Improve Lung Health,"🏁 Day One: Your Launch 👩‍🚀

NASA engineers call the first moments of a rocket launch ""the phase of maximum vulnerability."" ⏳

It’s the hardest part -
but also when momentum takes off. 💡

That’s where you are, _CLIENTNAME_.

Your lungs are built to clear and repair.
Each check-in helps you take in more air, breathe easier, and feel stronger.

Tap in & lock onto your course. ✅

👉 clear30://check-in
",x,
14,1,11,,clear30,false,Break-Reason,Increase Productivity,"🏁 Day One: Your Launch 👩‍🚀

NASA engineers call the first moments of a rocket launch ""the phase of maximum vulnerability."" ⏳

It’s the hardest part -
but also when momentum takes off. 💡

That’s where you are, _CLIENTNAME_.

Focus and energy build with each step forward.
Each check-in helps you clear distractions and get more done with intention.

Tap in & lock onto your course. ✅

👉 clear30://check-in
",x,
15,1,11,,clear30,false,Break-Reason,Increase Motivation,"🏁 Day One: Your Launch 👩‍🚀

NASA engineers call the first moments of a rocket launch ""the phase of maximum vulnerability."" ⏳

It’s the hardest part -
but also when momentum takes off. 💡

That’s where you are, _CLIENTNAME_.

Motivation isn’t about waiting for the right moment - it builds when you take action.
Each check-in helps you create momentum and move toward what matters.

Tap in & lock onto your course. ✅

👉 clear30://check-in
",x,
16,1,11,,clear30,false,Break-Reason,Save Money,"🏁 Day One: Your Launch 👩‍🚀

NASA engineers call the first moments of a rocket launch ""the phase of maximum vulnerability."" ⏳

It’s the hardest part -
but also when momentum takes off. 💡

That’s where you are, _CLIENTNAME_.

Every dollar saved is a step toward more freedom and control.
Each check-in helps you stay on track and keep more money in your pocket.

Tap in & lock onto your course. ✅

👉 clear30://check-i",x,
17,1,11,,clear30,false,Break-Reason,Improve Current Relationships,"🏁 Day One: Your Launch 👩‍🚀

NASA engineers call the first moments of a rocket launch ""the phase of maximum vulnerability."" ⏳

It’s the hardest part -
but also when momentum takes off. 💡

That’s where you are, _CLIENTNAME_.

The best connections happen when you're fully present.
Each check-in helps you show up more, engage deeper, and build stronger relationships.

Tap in & lock onto your course. ✅

👉 clear30://check-in
",x,
18,1,11,,clear30,false,Break-Reason,Enhance Social Connections,"🏁 Day One: Your Launch 👩‍🚀

NASA engineers call the first moments of a rocket launch ""the phase of maximum vulnerability."" ⏳

It’s the hardest part -
but also when momentum takes off. 💡

That’s where you are, _CLIENTNAME_.

Stronger connections start with being present.
Each check-in helps you engage more, listen better, and feel closer to the people around you.

Tap in & lock onto your course. ✅

👉 clear30://check-in
",x,
19,1,11,,life,false,,,"🏁 Day One: Your Launch 👩‍🚀

NASA engineers call the first moments of a rocket launch ""the phase of maximum vulnerability."" ⏳

It’s the hardest part -
but also when momentum takes off. 💡

That’s where you are, _CLIENTNAME_.

No rules, no pressure - just a chance to notice what’s happening.
Each check-in helps you track patterns, stay aware, and see what unfolds.

Tap in & lock onto your course. ✅

👉 clear30://check-in",x,
20,1,,,clear30,false,,,"✅ You didn’t smoke today _CLIENTNAME_,
😤🙏 We're so proud of you!!

You’re off to an amazing start,
lets keep that momentum going!!",sober-follow-up,true
21,1,,,clear30,false,,,"💯 Congrats on your first check in _CLIENTNAME_!
😤🙏 & we're just getting started!!

You're one day closer to making this an automatic habit.
Let's make it to 30! ",smoked-follow-up,true
22,1,,,life,false,,,"✅ You didn’t smoke today _CLIENTNAME_,
😤🙏 We're so proud of you!!

You’re off to an amazing start,
lets keep that momentum going!!",sober-follow-up,true
23,1,,,life,false,,,"💯 Congrats on your first check in _CLIENTNAME_!
😤🙏 & we're just getting started!!

You're one day closer to making this an automatic habit.
Let's make it to 30! ",smoked-follow-up,true
24,3,11,,clear30,false,Break-Reason,Gain Mental Clarity,"Hi _CLIENTNAME_,

Feeling mentally cluttered? Try a ""brain dump"" tonight. 📝

Before bed, jot down all your thoughts and to-dos. Getting it out on paper can help you wake up with a clearer mind.

When you're ready, your personalized plan has even more ways to help you find mental clarity.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
25,3,11,,clear30,false,Break-Reason,Reduce Anxiety,"Hi _CLIENTNAME_,

Mind racing? Let's declutter it together! 🧠

Try this: Write down your worries on paper, then sort them into ""Can Control"" and ""Can't Control."" It's a powerful way to focus your energy where it matters most.

Whenever you're ready, your personalized plan has even more tools to help you find calm and clarity.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
26,3,11,,clear30,false,Break-Reason,Reduce Depression,"Hi _CLIENTNAME_,

Feeling down? Let's lift your spirits together! 🌅

Try a ""Gratitude Journal"":

Tonight, write down 3 things you're thankful for—even small things like a good cup of coffee or a kind gesture. It's a simple way to refocus on the positives and brighten your mood.

When you're ready, your personalized plan is here to help you keep building that positivity.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
27,3,11,,clear30,false,Break-Reason,Reduce Being Stuck in Own Head,"Hi _CLIENTNAME_,

Need a mental escape? ""Box Breathing"" can help 📦

Inhale for 4 seconds ➡️ Hold for 4 ➡️ Exhale for 4 ➡️ Hold for 4. Repeat. It's a powerful way to calm your mind and reset your thoughts.

If you're looking for more ways to quiet your mind and find balance, your personalized plan is ready when you are.

_WALKTHROUGH_

📲 Activate your plan: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
28,3,11,,clear30,false,Break-Reason,Improve Sleep Quality,"Hi _CLIENTNAME_,

Trouble drifting off? Try the ""Military Method"" 💤

Relax your face muscles, drop your shoulders, exhale, and imagine a calm scene. Many nod off in under 2 minutes!

This is just one of the tools we can offer to improve your sleep—your personalized plan has even more strategies ready for you.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
29,3,11,,clear30,false,Break-Reason,Improve Self-Control and Intention,"Hi _CLIENTNAME_,

Looking for an easy way to build self-control? Try ""Habit Stacking""! 🧱

Attach a new habit to something you already do. For example: After brewing your morning coffee, spend 2 minutes setting your daily intentions. Small shifts like this make new habits stick effortlessly.

Whenever you're ready, your personalized plan is here to help you live more intentionally.

_WALKTHROUGH_

📲 Activate it here: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
30,3,11,,clear30,false,Break-Reason,Reduce Dependency on Cannabis,"Hi _CLIENTNAME_,

Ready to take control? Let's take the first step together! 🚶‍♂️

Try ""Delay and Distract"":

When you feel the urge, set a timer for 15 minutes and do something you enjoy—like a hobby or a quick workout. By the time the timer ends, the craving often fades.

Whenever you're ready, your personalized plan has more strategies to help you reduce dependency and stay in control.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
31,3,11,,clear30,false,Break-Reason,Explore Life Without Cannabis,"Hi _CLIENTNAME_,

Did you know your brain thrives on new experiences? 🧠✨

Try ""Neuroplasticity Journaling"":

Each day, write down one new thing you tried without cannabis. It's a great way to discover just how rich and rewarding life can be!

When you're ready, your personalized plan is here to help you explore even more.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
32,3,11,,clear30,false,Break-Reason,Improve Overall Health,"Hi _CLIENTNAME_,

Did you know ending your shower with cold water can invigorate your body and mind? ❄️🚿

A quick burst of cold water can boost circulation and leave you feeling more alert. Try it out and see the difference!

When you're ready, your personalized plan has even more tips to help you improve your overall health.

_WALKTHROUGH_

📲 Activate your plan: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
33,3,11,,clear30,false,Break-Reason,Improve Lung Health,"Hi _CLIENTNAME_,

Want stronger lungs? Let's ""Breathe Deep"" together! 🌬️🧘‍♂️

Try this diaphragmatic breathing exercise:

Place one hand on your chest and one on your belly. Slowly inhale through your nose, letting your belly rise. Exhale through pursed lips. It's a great way to strengthen your lungs and relax your body.

When you're ready, your personalized plan has even more tools to support your respiratory health.

_WALKTHROUGH_

📲 Activate your plan: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
34,3,11,,clear30,false,Break-Reason,Increase Productivity,"Hi _CLIENTNAME_,

Struggling to start big tasks? Let's make it easier! 🧠✨

Try the ""Zeigarnik Effect"":

Start a task for just 5 minutes. Your brain loves closure, so getting started makes finishing much easier. Give it a go and see the magic!

When you're ready, your personalized plan is here to help you reach peak productivity.

_WALKTHROUGH_

📲 Activate your plan: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
35,3,11,,clear30,false,Break-Reason,Increase Motivation,"Hi _CLIENTNAME_,

Looking for a motivation boost? Let's ""Eat the Frog""! 🐸✨

Start your day by tackling your most challenging task. Knocking it out early sets a positive tone and fuels your momentum all day long.

When you're ready, your personalized plan has even more ways to keep you motivated and on track.

_WALKTHROUGH_

📲 Activate your plan: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
36,3,11,,clear30,false,Break-Reason,Save Money,"Hi _CLIENTNAME_,

Want to see your savings grow effortlessly? 🌱💰

Try the ""Invisible Money"" trick:

Every time you skip buying weed, transfer that amount into a savings account. Watching your savings grow can be a great motivator!

Whenever you're ready, your personalized plan is here to help you take a break from weed and keep building those savings.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
37,3,11,,clear30,false,Break-Reason,Improve Current Relationships,"Hi _CLIENTNAME_,

Ever heard of ""Emotional Bank Accounts""? Let's start making deposits! 🏦😊

Simple acts—like giving a sincere compliment or offering a helping hand—can build trust and strengthen relationships over time.

Whenever you're ready, your personalized plan is here with even more ways to help you deepen your connections.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
38,3,11,,clear30,false,Break-Reason,Enhance Social Connections,"Hi _CLIENTNAME_,

Feeling alone? Let's create connections that matter! 🤗💫

Try the ""Reach Out Challenge"":

Send a message to someone you haven't talked to in a while. Rekindling old friendships can bring more joy to your day—and theirs.

Whenever you're ready, your personalized plan has even more ideas to help you feel connected and supported.

_WALKTHROUGH_

📲 Activate it now: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
39,3,11,,clear30,false,Break-Reason,Gain Mental Clarity,"Hi _CLIENTNAME_,

Feeling mentally cluttered? Try a ""brain dump"" tonight. 📝

Before bed, jot down all your thoughts and to-dos. Getting it out on paper can help you wake up with a clearer mind.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
40,3,11,,clear30,false,Break-Reason,Reduce Anxiety,"Hi _CLIENTNAME_,

Mind racing? Let's declutter it together! 🧠

Try this: Write down your worries on paper, then sort them into ""Can Control"" and ""Can't Control."" It's a powerful way to focus your energy where it matters most.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
41,3,11,,clear30,false,Break-Reason,Reduce Depression,"Hi _CLIENTNAME_,

Feeling down? Let's lift your spirits together! 🌅

Try a ""Gratitude Journal"":

Tonight, write down 3 things you're thankful for—even small things like a good cup of coffee or a kind gesture. It's a simple way to refocus on the positives and brighten your mood.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
42,3,11,,clear30,false,Break-Reason,Reduce Being Stuck in Own Head,"Hi _CLIENTNAME_,

Need a mental escape? ""Box Breathing"" can help 📦

Inhale for 4 seconds ➡️ Hold for 4 ➡️ Exhale for 4 ➡️ Hold for 4. Repeat. It's a powerful way to calm your mind and reset your thoughts.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
43,3,11,,clear30,false,Break-Reason,Improve Sleep Quality,"Hi _CLIENTNAME_,

Trouble drifting off? Try the ""Military Method"" 💤

Relax your face muscles, drop your shoulders, exhale, and imagine a calm scene. Many nod off in under 2 minutes!

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
44,3,11,,clear30,false,Break-Reason,Improve Self-Control and Intention,"Hi _CLIENTNAME_,

Looking for an easy way to build self-control? Try ""Habit Stacking""! 🧱

Attach a new habit to something you already do. For example: After brewing your morning coffee, spend 2 minutes setting your daily intentions. Small shifts like this make new habits stick effortlessly.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
45,3,11,,clear30,false,Break-Reason,Reduce Dependency on Cannabis,"Hi _CLIENTNAME_,

Ready to take control? Let's take the first step together! 🚶‍♂️

Try ""Delay and Distract"":

When you feel the urge, set a timer for 15 minutes and do something you enjoy—like a hobby or a quick workout. By the time the timer ends, the craving often fades.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
46,3,11,,clear30,false,Break-Reason,Explore Life Without Cannabis,"Hi _CLIENTNAME_,

Did you know your brain thrives on new experiences? 🧠✨

Try ""Neuroplasticity Journaling"":

Each day, write down one new thing you tried without cannabis. It's a great way to discover just how rich and rewarding life can be!

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
47,3,11,,clear30,false,Break-Reason,Improve Overall Health,"Hi _CLIENTNAME_,

Did you know ending your shower with cold water can invigorate your body and mind? ❄️🚿

A quick burst of cold water can boost circulation and leave you feeling more alert. Try it out and see the difference!

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
48,3,11,,clear30,false,Break-Reason,Improve Lung Health,"Hi _CLIENTNAME_,

Want stronger lungs? Let's ""Breathe Deep"" together! 🌬️🧘‍♂️

Try this diaphragmatic breathing exercise:

Place one hand on your chest and one on your belly. Slowly inhale through your nose, letting your belly rise. Exhale through pursed lips. It's a great way to strengthen your lungs and relax your body.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
49,3,11,,clear30,false,Break-Reason,Increase Productivity,"Hi _CLIENTNAME_,

Struggling to start big tasks? Let's make it easier! 🧠✨

Try the ""Zeigarnik Effect"":

Start a task for just 5 minutes. Your brain loves closure, so getting started makes finishing much easier. Give it a go and see the magic!

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
50,3,11,,clear30,false,Break-Reason,Increase Motivation,"Hi _CLIENTNAME_,

Looking for a motivation boost? Let's ""Eat the Frog""! 🐸✨

Start your day by tackling your most challenging task. Knocking it out early sets a positive tone and fuels your momentum all day long.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
51,3,11,,clear30,false,Break-Reason,Save Money,"Hi _CLIENTNAME_,

Want to see your savings grow effortlessly? 🌱💰

Try the ""Invisible Money"" trick:

Every time you skip buying weed, transfer that amount into a savings account. Watching your savings grow can be a great motivator!

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
52,3,11,,clear30,false,Break-Reason,Improve Current Relationships,"Hi _CLIENTNAME_,

Ever heard of ""Emotional Bank Accounts""? Let's start making deposits! 🏦😊

Simple acts—like giving a sincere compliment or offering a helping hand—can build trust and strengthen relationships over time.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
53,3,11,,clear30,false,Break-Reason,Enhance Social Connections,"Hi _CLIENTNAME_,

Feeling alone? Let's create connections that matter! 🤗💫

Try the ""Reach Out Challenge"":

Send a message to someone you haven't talked to in a while. Rekindling old friendships can bring more joy to your day—and theirs.

Also, your ✨ Three Day Summary ✨ is ready for you!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
54,3,11,,life,false,,,"Hi _CLIENTNAME_!

🥳 It’s awesome that you’re taking steps to improve yourself - tracking your smoking and staying committed will change your life!

💡 Fun fact: Clear30+ users reduce their smoking by 70% on average, and 96% say it helped them grow in unexpected ways.

Whenever you’re ready, activating your plan unlocks the best tools to keep building those habits and hitting your goals.

_WALKTHROUGH_

📲 Activate your plan: clear30://activate

(P.S. If you have any questions or need anything you can just text back!)",x,false
55,3,11,,life,false,,,"Hi _CLIENTNAME_!

🎁 We have a gift for you! 🎁

Your ✨ Three Day Summary ✨ is ready!
Just click here 👉 clear30://three-day-summary

(P.S. If you have any questions or need anything you can just text back!)",x,true
56,30,11,,clear30,true,,,"🏆_CLIENTNAME_!!

You went 30 for 30.

This is the stuff legends are made of...
You set out to change your habits and you FULLY committed.
It's a rare feat - you should be proud _CLIENTNAME_.

📲 See your clear30 breakdown here: clear30://breakdown",breakdown-perfect,true
57,30,11,,clear30,true,,,"🏆_CLIENTNAME_!!

Congrats on completing your Clear 30!

You set out to make a change for 30 days break and you committed!
You've decreased your use - and more importantly, proven to yourself that you can follow through on a challenge of this magnitude.

Whether you want to run it back - or start the ""life"" program - the future is in your hands.
📲 See your clear30 breakdown here: clear30://breakdown",breakdown-good,true
58,30,11,,clear30,true,,,"🏆_CLIENTNAME_!!

Congrats on completing your Clear 30!

You set out to make a big change, and although there were some dips along the way, you still took a major step for yourself.
This is a process and it's not always easy to commit. It takes practice, effort and grit.

Whether you want to run it back - or start the ""life"" program - the future is in your hands.
📲 See your clear30 breakdown here: clear30://breakdown",breakdown-bad,true
59,30,11,,clear30,true,,,"🏆_CLIENTNAME_!!

Congrats on completing your Clear 30!

You checked in time and time again - staying intentional about your smoking and commanding control of your habits.

Whether you want to run it back - or start the ""life"" program - the future is in your hands.
📲 See your clear30 breakdown here: clear30://breakdown",breakdown-fallback,true
60,10,11,,clear30,true,,,"Hey _CLIENTNAME_, it’s Julian.

10 days in, no smoking at all - that’s huge. Seriously, I’m so excited for you. You’re really doing this, and I hope you’re taking a second to be proud of yourself.

If you wanna celebrate, share how you’re feeling, or just say what’s up, I’m here. Text me anytime :)",x10-day-perfect,true
61,10,11,,clear30,true,,,"Hey _CLIENTNAME_ its Julian. It's great to see you so commited and checking in everyday. 

You're a third of the way through your clear30 break and have stayed commited through the toughest part - congrats on really starting to build this new habit :)

You can text back if you have any questions or just wanna celebrate with me and take a moment to be proud of yourself. ",x10-day-checkin-perfect,true
62,10,11,,clear30,true,,,"Hey _CLIENTNAME_, it’s Julian.

You’re 10 days in, and you’ve been showing up for yourself again and again. That’s real consistency.

Hope you’re feeling good about your progress. If there’s anything on your mind or you just wanna check in, I’m here. :)",x10-day-check-in-7-9,true
63,10,11,,clear30,true,,,"Hey _CLIENTNAME_, it’s Julian.

10 days in, and you’ve been checking in! That’s something. Staying aware is what keeps you moving forward.

If you’re trying to get into a better rhythm, checking in daily can really help. No pressure - just a quick way to stay on track.

Tap in whenever you’re ready. I’m here if you ever wanna check in or talk things through. :)",x10-day-check-in-3-6,true
64,10,11,,clear30,true,,,"Hey _CLIENTNAME_, it’s Julian.

10 days in already. You’ve checked in a couple times so far, and I know it can be tough to keep up. But checking in is one of the best ways to stay aware and on track.

If now feels like a good time to reset, I’m here. No judgment, no stress - just a chance to check in and see where you’re at.

Tap in whenever you're ready. :)

",x10-day-check-in-1-2,true
65,10,11,,clear30,true,,,"Hey _CLIENTNAME_, it’s Julian.

I noticed you haven’t checked in yet, and that’s totally okay. Clear30 is here whenever you’re ready. Even a quick check-in can help you stay aware and see where you’re at.

If now feels like a good time to start, I’m here. No pressure - just a small step whenever you’re ready. :)

👉 clear30://check-in",x10-day-check-in-0,true
66,1,,30,clear30,true,,,"Hi again _CLIENTNAME_! 

It's awesome you're starting a new Clear30 :)

Its Julian again, lmk if you have any questions with your new break - I'm here to help.",restart,true
67,0,,60,clear30-start-soon,false,Then-What,I want to use the same,"🥳 The countdown to Clear30 begins _CLIENTNAME_! 

My name is Julian. I'm a very real human being - and I'm here to help you power through your c30 and explore relationship with 🍃

Your break doesn't start for a little bit - so in the meantime we'll be sending some messages to get you prepared.

If you're nervous, excited, curious, or just wanna say hi - you can text back!",,true
68,0,,60,clear30-start-soon,false,Then-What,I want to use less or use differently,"🥳 The countdown to Clear30 begins _CLIENTNAME_!

My name is Julian. I'm a very real human being - and I'm here to help you power through your c30 and improve your relationship with 🍃

Your break doesn't start for a little bit - so in the meantime we'll be sending some messages to get you prepared.

If you're nervous, excited, curious, or just wanna say hi - you can text back!",,true
69,0,,60,clear30-start-soon,false,Then-What,I want to stop cannabis/weed use entirely,"🥳 The countdown to Clear30 begins _CLIENTNAME_!

My name is Julian. I'm a very real human being - and I'm here to help you power through your c30 and QUIT weed.

Your break doesn't start for a little bit - so in the meantime we'll be sending some messages to get you prepared.

If you're nervous, excited, curious, or just wanna say hi - you can text back!",,true
70,0,,60,clear30-start-soon,false,Then-What,I don't know right now,"🥳 The countdown to Clear30 begins _CLIENTNAME_! 

My name is Julian. I'm a very real human being - and I'm here to help you power through your c30 and explore relationship with 🍃

Your break doesn't start for another a little bit - so in the meantime we'll be sending some messages to get you prepared.

If you're nervous, excited, curious, or just wanna say hi - you can text back!",,true
71,0,,60,clear30-start-soon,true,,,"🥁🥁 Your Clear30 Starts now!!! 

Good luck _CLIENTNAME_ :)",,true
72,1,,60,clear30-start-soon,true,,,"🕺🪩 _CLIENTNAME_!! Your Clear30 starts tomorrow!

Get ready by checking out:

✨ Day Zero ✨

Prep your mindset, set your intentions, and lock in your goals—so you're fully ready when Day 1 hits.

👉 clear30://open
",,true
73,2,,60,clear30-start-soon,true,,,"Feeling alone? You're definitely not. Over 5,000 people started a Clear30 in the past month.

Everyone's here to support each other—we all wanna win together.

👉 Tap here to jump into the ""Start Soon"" community:
🥳 clear30://community",,true
74,3,,60,clear30-start-soon,true,Then-What,I want to use the same,"Hey _CLIENTNAME_, you've got 3 days til your Clear30 starts, so I'm guessing you're probably still smoking a bit 🍃

Something I wish I’d done before my own break was pay closer attention to how I actually felt when I smoked:

🧠 how clear my head felt
🌙 how well I slept afterward
⚡️ my overall mood and energy levels

Having these details makes it way easier to notice changes once your break starts.

If you need anything or just wanna chat—I'm here, just text back!",,true
75,3,,60,clear30-start-soon,true,Then-What,I want to use less or use differently,"Hey _CLIENTNAME_, you've got 3 days until your Clear30 starts, and since your goal is to use less afterward, here's a thought:

Next time you're smoking, pay close attention to…

🌤️ How you're feeling before vs. after
⏳ When it actually feels good vs. when it's just habit
🤔 If there's a moment you'd prefer to skip

Noticing now will make it way easier to spot positive shifts once your break begins.

I'm here if you wanna chat—just text back!",,true
